Date,^GSPC,^FTLC,^RUT,IEUS,GOVT,IGOV,SIVR,SGOL,Total
2021-10-29,6151.307057304448,0.0,0.0,0.0,4772.7688484755,0.0,0.0,0.0,10924.075905779948
2021-11-01,6162.379884538701,0.0,0.0,0.0,4763.933856532627,0.0,0.0,0.0,10926.313741071328
2021-11-02,6185.05967998405,0.0,0.0,0.0,4774.752256317522,0.0,0.0,0.0,10959.811936301572
2021-11-03,6225.023077416378,0.0,0.0,0.0,4762.130098939316,0.0,0.0,0.0,10987.153176355694
2021-11-04,6251.055765122965,0.0,0.0,0.0,4780.161801691217,0.0,0.0,0.0,11031.217566814183
2021-11-05,6274.389703913582,0.0,0.0,0.0,4799.996916555182,0.0,0.0,0.0,11074.386620468764
2021-11-08,6279.960031243523,0.0,0.0,0.0,4789.177480326544,0.0,0.0,0.0,11069.137511570068
2021-11-09,6257.9878584598055,0.0,0.0,0.0,4809.012249709261,0.0,0.0,0.0,11067.000108169066
2021-11-10,6206.510755526623,0.0,0.0,0.0,4774.752256317522,0.0,0.0,0.0,10981.263011844145
2021-11-11,6209.930170839922,0.0,0.0,0.0,4765.736577682195,0.0,0.0,0.0,10975.666748522117
2021-11-12,6254.782360411958,0.0,0.0,0.0,4765.736577682195,0.0,0.0,0.0,11020.518938094152
2021-11-15,6254.715185173111,0.0,0.0,0.0,4749.508632523604,0.0,0.0,0.0,11004.223817696715
2021-11-16,6278.891097103051,0.0,0.0,0.0,4745.901808299478,0.0,0.0,0.0,11024.79290540253
2021-11-17,6262.555774701335,0.0,0.0,0.0,4758.523965677684,0.0,0.0,0.0,11021.07974037902
2021-11-18,6283.753149584578,0.0,0.0,0.0,4765.736577682195,0.0,0.0,0.0,11049.489727266773
2021-11-19,6274.96428047109,0.0,0.0,0.0,4774.752256317522,0.0,0.0,0.0,11049.716536788612
2021-11-22,6254.902362780382,0.0,0.0,0.0,4749.508632523604,0.0,0.0,0.0,11004.410995303986
2021-11-23,6265.267567353004,0.0,0.0,0.0,4731.476584290456,0.0,0.0,0.0,10996.74415164346
2021-11-24,6279.639155345347,0.0,0.0,0.0,4745.901808299478,0.0,0.0,0.0,11025.540963644824
2021-11-26,6136.935469312105,0.0,0.0,0.0,4792.784304550671,0.0,0.0,0.0,10929.719773862776
2021-11-29,6217.944242052932,0.0,0.0,0.0,4787.374413695728,0.0,0.0,0.0,11005.31865574866
2021-11-30,6100.043871636717,0.0,0.0,0.0,4801.79963770475,0.0,0.0,0.0,10901.843509341466
2021-12-01,6027.970710035983,0.0,0.0,0.0,4812.988393386989,0.0,0.0,0.0,10840.95910342297
2021-12-02,6113.5343552826425,0.0,0.0,0.0,4805.76990820127,0.0,0.0,0.0,10919.304263483911
2021-12-03,6061.883770664674,0.0,0.0,0.0,4825.621260683868,0.0,0.0,0.0,10887.50503134854
2021-12-06,6132.994956757661,0.0,0.0,0.0,4803.965459645464,0.0,0.0,0.0,10936.960416403126
2021-12-07,6259.991376263058,0.0,0.0,0.0,4789.528143792779,0.0,0.0,0.0,11049.519520055837
2021-12-08,6279.305235711471,0.0,0.0,0.0,4771.481930828481,0.0,0.0,0.0,11050.787166539953
2021-12-09,6234.213041402587,0.0,0.0,0.0,4778.700070532953,0.0,0.0,0.0,11012.91311193554
2021-12-10,6293.743998942659,0.0,0.0,0.0,4778.700070532953,0.0,0.0,0.0,11072.444069475612
2021-12-13,6236.243298864021,0.0,0.0,0.0,4796.746974459745,0.0,0.0,0.0,11032.990273323765
2021-12-14,6189.654335883762,0.0,0.0,0.0,4793.13704090439,0.0,0.0,0.0,10982.791376788151
2021-12-15,6290.845680870506,0.0,0.0,0.0,4784.114107162865,0.0,0.0,0.0,11074.959788033371
2021-12-16,6235.842203991299,0.0,0.0,0.0,4792.0619032621025,0.0,0.0,0.0,11027.904107253402
2021-12-17,6171.689850893334,0.0,0.0,0.0,4802.899304515612,0.0,0.0,0.0,10974.589155408947
2021-12-20,6101.4062898304,0.0,0.0,0.0,4799.286607110277,0.0,0.0,0.0,10900.692896940676
2021-12-21,6209.876691523559,0.0,0.0,0.0,4783.03033248939,0.0,0.0,0.0,10992.90702401295
2021-12-22,6273.094460958745,0.0,0.0,0.0,4788.4492058567685,0.0,0.0,0.0,11061.543666815513
2021-12-23,6312.13631846399,0.0,0.0,0.0,4810.1243538450335,0.0,0.0,0.0,11122.260672309025
2021-12-29,6401.987439634669,0.0,0.0,0.0,4761.355184501124,0.0,0.0,0.0,11163.342624135792
2021-12-30,6382.847061871042,0.0,0.0,0.0,4772.192585754634,0.0,0.0,0.0,11155.039647625676
2021-12-31,6366.084557125208,0.0,0.0,0.0,4819.155924617747,0.0,0.0,0.0,11185.240481742956
2022-01-04,6402.628539244238,0.0,0.0,0.0,4734.260472182986,0.0,0.0,0.0,11136.889011427224
2022-01-05,6278.463914758933,0.0,0.0,0.0,4719.810373524142,0.0,0.0,0.0,10998.274288283075
2022-01-06,6272.412925768511,0.0,0.0,0.0,4716.198367081302,0.0,0.0,0.0,10988.611292849813
2022-01-07,6247.008293935794,0.0,0.0,0.0,4705.360274865298,0.0,0.0,0.0,10952.368568801092
2022-01-10,6238.006159743641,0.0,0.0,0.0,4705.360274865298,0.0,0.0,0.0,10943.366434608939
2022-01-11,6295.146200530223,0.0,0.0,0.0,4714.391845638012,0.0,0.0,0.0,11009.538046168234
2022-01-12,6312.884376706286,0.0,0.0,0.0,4708.972972270633,0.0,0.0,0.0,11021.857348976919
2022-01-13,6222.966080296763,0.0,0.0,0.0,4721.616894967433,0.0,0.0,0.0,10944.582975264195
2022-01-14,6228.068789701922,0.0,0.0,0.0,4696.329049573833,0.0,0.0,0.0,10924.397839275754
2022-01-18,6113.547399018341,0.0,0.0,0.0,4665.621985331608,0.0,0.0,0.0,10779.169384349949
2022-01-19,6054.309925531479,0.0,0.0,0.0,4681.87895091499,0.0,0.0,0.0,10736.18887644647
2022-01-20,5987.486215362509,0.0,0.0,0.0,4687.297824282368,0.0,0.0,0.0,10674.784039644877
2022-01-21,5874.233980162369,0.0,0.0,0.0,4707.1664508273425,0.0,0.0,0.0,10581.400430989712
2022-01-24,5890.5158232477215,0.0,0.0,0.0,4703.554098903255,0.0,0.0,0.0,10594.069922150977
2022-01-25,5818.817016861527,0.0,0.0,0.0,4694.522528130542,0.0,0.0,0.0,10513.339544992068
2022-01-26,5810.108366722584,0.0,0.0,0.0,4671.041204180233,0.0,0.0,0.0,10481.149570902817
2022-01-27,5778.826227584233,0.0,0.0,0.0,4689.103654763164,0.0,0.0,0.0,10467.929882347396
2022-01-28,5919.527048001006,0.0,0.0,0.0,4694.522528130542,0.0,0.0,0.0,10614.049576131547
2022-01-31,6031.322950110436,0.0,0.0,0.0,4692.716352168499,0.0,0.0,0.0,10724.039302278936
